name,oracle_id,cmc,type_line,mechanics_count,is_infinite_combo
Aura Thief,cf0936ea-2741-43a4-ad6a-a1258b54945b,4.0,Creature — Illusion,1,True
Shadow of the Second Sun,2ee9d018-02c7-43e7-ba2e-95e36d8ac0e8,6.0,Enchantment — Aura,2,True
Marauding Raptor,b3fe2f61-c58e-4ebc-a5e3-99d6b6f62caf,2.0,Creature — Dinosaur,1,True
Whirler Rogue,7060f2c8-fca0-4b7a-bddf-37682f434596,4.0,Creature — Human Rogue Artificer,3,True
Myr Battlesphere,c53ba31a-ba27-4e17-9a92-311acb1cab29,7.0,Artifact Creature — Myr Construct,2,True
Slip On the Ring,a6b28298-9624-49d7-ad73-fcd1fd3556d2,2.0,Instant,1,True
Walking Ballista,4b515bb0-f275-4400-8032-3173b799ab40,0.0,Artifact Creature — Construct,1,True
Llanowar Loamspeaker,08377424-619e-48ae-bc3c-fb199cd77cf9,2.0,Creature — Elf Druid,2,True
Finale of Promise,d6fafb50-9531-4fbf-bb1e-ebb4dd39281c,2.0,Sorcery,2,True
Changeling Outcast,a61ef0cc-1da9-49f9-b0dc-01cf9f6205be,1.0,Creature — Shapeshifter,1,True
Lord of the Accursed,3f372107-6c52-4f1f-8bf0-7b3fa21b2cae,3.0,Creature — Zombie,1,True
View from Above,3a128587-c751-4b27-b608-d4e47646b80e,2.0,Instant,1,True
Pia and Kiran Nalaar,86084ed9-b8bb-4289-9579-6056194787bc,4.0,Legendary Creature — Human Artificer,3,True
Shalai and Hallar,e7604cd9-d00d-4957-82c9-46a7cdb88209,4.0,Legendary Creature — Angel Elf,2,True
Crucible of Worlds,33c722cf-b4bf-431f-aefd-ee96241a7fbf,3.0,Artifact,1,True
Nikya of the Old Ways,ebf3fd80-9574-489b-9428-f4251834bdc4,5.0,Legendary Creature — Centaur Druid,2,True
Blinkmoth Nexus,40d45c02-6416-4e19-8fe3-0ddadf5ba627,0.0,Land,1,True
"Lae'zel, Vlaakith's Champion",c066f921-e349-45d1-8ec3-0955d10bbf19,3.0,Legendary Creature — Gith Warrior,1,True
"Tyvar, Jubilant Brawler",848c2b8f-8086-4047-8ad0-24b701dc4d0d,3.0,Legendary Planeswalker — Tyvar,4,True
Drowner of Hope,2b3f2e85-5ea4-44d6-86e8-e8ce6d4f98c0,6.0,Creature — Eldrazi,4,True
The Chain Veil,fb88fb3d-6a85-4bb1-b316-7f759b45a0fa,4.0,Legendary Artifact,1,True
Lotus Field,134d5b82-7940-4b33-a922-7f9d1f403e50,0.0,Land,2,True
Scuzzback Marauders,423a1fc2-f623-4b5f-9a3e-7f63b2f3cf5d,5.0,Creature — Goblin Warrior,3,True
Thraben Doomsayer,e05e70cd-7af3-428e-82e3-73418914d727,3.0,Creature — Human Cleric,2,True
Solar Array,e8e2f273-5e74-4f16-8d49-2e86e9c9f2dc,3.0,Artifact,3,True
Doomsday,721eb5a2-d7cf-4db0-8013-ef3f596c52a5,3.0,Sorcery,1,True
Mirari's Wake,852657c0-18a4-4b28-b9ae-7728acdb5044,5.0,Enchantment,1,True
"Squee, the Immortal",481fb71a-11b9-462e-a4da-ca35ffd1bd22,3.0,Legendary Creature — Goblin,2,True
"Kenrith, the Returned King",d209b948-9afb-4fd1-a961-72c87282878c,5.0,Legendary Creature — Human Noble,3,True
"Vito, Thorn of the Dusk Rose",7336a541-3ae9-4ab2-acb8-f574c0a5b3a9,3.0,Legendary Creature — Vampire Cleric,1,True
Whirler Rogue,7060f2c8-fca0-4b7a-bddf-37682f434596,4.0,Creature — Human Rogue Artificer,3,True
Rites of Flourishing,7080fb43-5d93-41f5-87d3-bc1801805ea0,3.0,Enchantment,1,True
Kaalia of the Vast,cb8d80c9-ed58-4f2d-aa8c-c383370c7f1a,4.0,Legendary Creature — Human Cleric,1,True
Underworld Breach,27e0948b-9916-473b-8d8c-a51bdfbc7457,2.0,Enchantment,4,True
"Tesak, Judith's Hellhound",4117e428-0c78-4dea-9019-dd1836fbb03e,4.0,Legendary Creature — Elemental Dog,3,True
Glimmer Bairn,118cdf8b-44fb-4c3e-86c4-e7f4b1267646,1.0,Creature — Ouphe,1,True
"Jace, the Mind Sculptor",7f77a84e-5a4b-4834-aefa-3cecc175ae8e,4.0,Legendary Planeswalker — Jace,1,True
Decoction Module,1daba4f6-2a7d-426a-97d1-0298a7100c45,2.0,Artifact,1,True
Web of Inertia,a96d24f1-7670-4cb2-9971-5dd1b4c67957,3.0,Enchantment,1,True
"Skithiryx, the Blight Dragon",daf6c421-e7f7-4fc6-967c-65f4ab96fcfd,5.0,Legendary Creature — Phyrexian Dragon Skeleton,4,True
"Kiki-Jiki, Mirror Breaker",a34b7416-cfe3-4a1e-a8c1-a3056b747519,5.0,Legendary Creature — Goblin Shaman,3,True
"Rakdos, Lord of Riots",143a269a-b9ee-48ba-bd7b-4aa46eb36778,4.0,Legendary Creature — Demon,3,True
Stormtide Leviathan,131a7475-0b9e-46eb-9ade-fef1b9820184,8.0,Creature — Leviathan,3,True
Swords to Plowshares,b1544f21-7e98-461b-aed5-e748b0168c52,1.0,Instant,1,True
"Venser, Shaper Savant",0f41cefc-d6ff-4db7-ba35-502b7e081de1,4.0,Legendary Creature — Human Wizard,2,True
Swords to Plowshares,b1544f21-7e98-461b-aed5-e748b0168c52,1.0,Instant,1,True
Chrome Mox,ec3d4466-547c-4e02-b1b5-a156ec4637e9,0.0,Artifact,2,True
"Rakdos, the Muscle",e2c141af-925e-42bd-8d83-e1a71f4c9794,5.0,Legendary Creature — Demon Mercenary,9,True
"Koma, Cosmos Serpent",6ba0656f-e0d2-4735-9c66-3a00afa9fc23,7.0,Legendary Creature — Serpent,4,True
"Taigam, Master Opportunist",49f2cbc3-bd03-48e6-b1c4-d7f315b8579d,2.0,Legendary Creature — Human Monk,7,True
Despotic Scepter,34a85d7f-d4ea-4a0f-aa4c-bf0b0f4987bf,1.0,Artifact,1,True
Frantic Search,16e015b2-f8a3-4b1a-80be-58a8f5fb5e8c,3.0,Instant,2,True
Flesh Duplicate,1869eb1e-7786-4fea-8a92-2bd839de47df,2.0,Creature — Shapeshifter Rebel,3,True
"Prossh, Skyraider of Kher",868882d2-ed4e-4171-a17c-478a341080fb,6.0,Legendary Creature — Dragon,4,True
Goblin Goliath,131069a6-8f30-4caf-8934-3588837b5f7f,6.0,Creature — Goblin Mutant,2,True
"Teshar, Ancestor's Apostle",d4193f50-33b5-4201-ba03-eb135eced7ff,4.0,Legendary Creature — Bird Cleric,2,True
Skullclamp,65986c1b-8e51-4604-b685-d82fa7d1263a,1.0,Artifact — Equipment,1,True
Ancient Stone Idol,5f981cca-5cd9-49e4-ab1a-bbbf6fc7e737,10.0,Artifact Creature — Golem,4,True
Heartstone,8f8ebf49-37c5-4da0-9cee-84ad22ab5d37,3.0,Artifact,1,True
Worldgorger Dragon,a628186d-b7d9-40a5-9ae2-fbc9d2a14c7c,6.0,Creature — Nightmare Dragon,3,True
The Apprentice's Folly,f45542a0-0d49-4b56-9c3e-663ff8d0529a,4.0,Enchantment — Saga,4,True
"Elesh Norn, Grand Cenobite",958d71ff-c9f7-46f0-96ca-79e7f4d65a16,7.0,Legendary Creature — Phyrexian Praetor,1,True
Junk Winder,5b677e88-bcc9-4a55-9c89-8bbd0e2344dc,7.0,Creature — Serpent,4,True
Together Forever,36b19ec0-d581-4213-bfae-1d7808a2f60d,2.0,Enchantment,2,True
Seize the Day,2a6abd59-e448-46f1-9af8-bb9040645971,4.0,Sorcery,4,True
Halo Fountain,36a9de4c-8073-475d-8679-e50844eef09e,3.0,Artifact,2,True
Instill Energy,8695c3c1-fb4b-4429-ae33-ec186f68796b,1.0,Enchantment — Aura,4,True
"Trostani, Selesnya's Voice",e94ef397-f5c5-4b8d-ae27-528352fa1d1e,4.0,Legendary Creature — Dryad,2,True
"Ugin, the Ineffable",18bdc181-9592-4147-81fb-7f83ce137f70,6.0,Legendary Planeswalker — Ugin,4,True
Impulsive Pilferer,7d9fc9e7-d80b-49c3-871c-ed25b3059ae8,1.0,Creature — Goblin Pirate,7,True
Surge to Victory,8ea414c1-88cf-46d4-9a54-6dee9847c537,6.0,Sorcery,2,True
Sevinne's Reclamation,1b9f9f5b-8712-4f00-90cb-1b7b9970eccc,3.0,Sorcery,3,True
"Lathliss, Dragon Queen",15fef45d-f1a9-49b2-abaa-fe77bb9d1afd,6.0,Legendary Creature — Dragon,2,True
Grindstone,97560adc-814e-450c-9ca7-f9364e910a0b,1.0,Artifact,1,True
"Atsushi, the Blazing Sky",535f405d-94df-4f45-aedc-b331103720b7,4.0,Legendary Creature — Dragon Spirit,6,True
Disa the Restless,283bfc53-afd3-4d21-b7d5-5baba4232422,5.0,Legendary Creature — Human Scout,1,True
Kiora's Follower,22c044ad-77d7-4c93-953d-e2daa9686ff7,2.0,Creature — Merfolk,1,True
"Will, Scion of Peace",4ecb8653-db8c-468a-853d-420ff62a7a8a,3.0,Legendary Creature — Human Wizard,3,True
Ashnod's Altar,4d18bcba-a346-445e-a182-6cc30b7e066d,3.0,Artifact,1,True
Swords to Plowshares,b1544f21-7e98-461b-aed5-e748b0168c52,1.0,Instant,1,True
Boros Charm,2679d0dd-ba30-4a1c-b6a0-b3ac6c790496,2.0,Instant,3,True
"Squee, Dubious Monarch",124a5dd7-c4f8-479c-9eb0-669aca01d045,3.0,Legendary Creature — Goblin Noble,3,True
Baral's Expertise,a1cdcb8c-1e12-4d39-aa4a-db678a80df9c,5.0,Sorcery,1,True
"Tezzeret, Agent of Bolas",8ab7358e-a0f5-4220-8769-25177237bcdf,4.0,Legendary Planeswalker — Tezzeret,1,True
Temporal Mastery,5c58b8e6-c572-461e-893e-a8c05f20ba17,7.0,Sorcery,3,True
Ainok Survivalist,7a5dae5f-29ab-4996-b236-c754de8769bc,2.0,Creature — Dog Shaman,4,True
Era of Innovation,355603d1-f62d-407a-8fa9-74e7dca8ecf9,2.0,Enchantment,1,True
Emiel the Blessed,b11c250c-f191-4c52-ba02-a9176f163447,4.0,Legendary Creature — Unicorn,2,True
Scourge of Valkas,0a147009-a57c-4ac1-ab81-d8bd8b737631,5.0,Creature — Dragon,1,True
Manifold Key,370c37f7-2484-40e8-8fd9-c10cf6f5d5f2,1.0,Artifact,1,True
Sunstrike Legionnaire,e554646f-27c0-49b3-a92c-2191e87d87b7,2.0,Creature — Human Soldier,2,True
Zuran Orb,08cb8a30-9cb4-4517-bee5-8848aa60d1a2,0.0,Artifact,1,True
Captain Lannery Storm,235bf0ba-658c-463f-b112-7478ba27bd7b,3.0,Legendary Creature — Human Pirate,5,True
Avatar of Woe,2da5aa33-3794-4f83-936c-9d8640833d86,8.0,Creature — Avatar,3,True
Heronblade Elite,e3e255e0-ab04-4488-bdc1-bb1542f51e16,3.0,Creature — Human Warrior,2,True
Faces of the Past,c8cd2b52-6d32-413f-9b26-2f9d436dbeae,3.0,Enchantment,2,True
"Nevinyrral, Urborg Tyrant",3ddde895-12aa-488a-94fb-27a1064bdb72,6.0,Legendary Creature — Zombie Wizard,4,True
Deepglow Skate,debce64a-18bd-42f5-9e85-158c2242e9e9,5.0,Creature — Fish,2,True
Sublime Epiphany,56148ae7-a9df-4771-8d53-d9ffb815c884,6.0,Instant,2,True
"Olivia, Mobilized for War",1f8d387e-e4bb-4e76-a173-f46f7b107b95,3.0,Legendary Creature — Vampire Knight,4,True
Lord of the Forsaken,3a25d1e2-63d8-4a93-b0ce-f9307736b3f9,6.0,Creature — Demon,5,True
Blinkmoth Nexus,40d45c02-6416-4e19-8fe3-0ddadf5ba627,0.0,Land,1,True
Pyromancer's Goggles,f76bcbfe-483f-4e63-8425-76feca1abf3e,5.0,Legendary Artifact,1,True
The Darkness Crystal,660f370a-b25b-4ea5-b765-7abf96899c1c,4.0,Legendary Artifact,2,True
"Kydele, Chosen of Kruphix",5fca0ce6-e6ba-4319-b3c4-b4d48901e9b4,4.0,Legendary Creature — Human Wizard,1,True
Tormod's Crypt,1573f7f9-672c-421a-b1ac-3d0d8aea59ca,0.0,Artifact,2,True
Sunforger,d1421070-a3cc-4af3-bf91-0f97372f4161,3.0,Artifact — Equipment,3,True
Pyrotechnic Performer,78f9ec0f-6015-4024-aca6-9a14cba373fa,2.0,Creature — Lizard Assassin,3,True
Falkenrath Noble,3739b179-bc81-4737-8376-66a57e16b942,4.0,Creature — Vampire Noble,1,True
Wizards of Thay,cda1e3b5-ea80-4e83-b305-88993d307170,4.0,Creature — Human Wizard,5,True
Scurry Oak,eee6c02b-7d6a-4445-ad27-8b03176147d4,3.0,Creature — Treefolk,3,True
Demonic Tutor,82004860-e589-4e38-8d61-8c0210e4ea39,2.0,Sorcery,1,True
Whitemane Lion,e8d6084b-9b72-438e-a30a-851b888f3e4d,2.0,Creature — Cat,1,True
Animate Dead,c0d8fef4-65f4-4769-982d-b397d2b7e977,2.0,Enchantment — Aura,2,True
Utopia Sprawl,00d8efa6-a2d9-4249-8da7-b45173675329,1.0,Enchantment — Aura,1,True
"Beza, the Bounding Spring",020de6d7-f5a2-4036-ad25-451e5977b4d4,4.0,Legendary Creature — Elemental Elk,2,True
Body Dropper,c0c465ea-4242-4737-9c3e-69222bdb8f1b,2.0,Creature — Devil Warrior,3,True
Mithril Coat,3dc364f3-3094-4660-80ca-9418588c7fde,3.0,Legendary Artifact — Equipment,4,True
Drowner of Hope,2b3f2e85-5ea4-44d6-86e8-e8ce6d4f98c0,6.0,Creature — Eldrazi,4,True
"Lazav, the Multifarious",c14bcef2-6d49-4430-86d0-e5a87ba442d9,2.0,Legendary Creature — Shapeshifter,1,True
"Vito, Thorn of the Dusk Rose",7336a541-3ae9-4ab2-acb8-f574c0a5b3a9,3.0,Legendary Creature — Vampire Cleric,1,True
Whirler Rogue,7060f2c8-fca0-4b7a-bddf-37682f434596,4.0,Creature — Human Rogue Artificer,3,True
Bounding Krasis,c6736bac-314b-48af-8722-c16a0d66affa,3.0,Creature — Fish Lizard,4,True
Inkmoth Nexus,675281ff-b81f-4e5e-9f85-9f8cd202b50b,0.0,Land,2,True
Roaming Throne,3640c29b-1534-4952-b297-619ade948431,4.0,Artifact Creature — Golem,1,True
Clock of Omens,5d0f4665-aa10-4251-b590-129b59274fb3,4.0,Artifact,2,True
"Tetzimoc, Primal Death",7565c101-a479-4812-9d18-63918084bfca,6.0,Legendary Creature — Elder Dinosaur,5,True
"Mondrak, Glory Dominus",fe83087d-c6c1-40be-9295-baaa1c6b2db1,4.0,Legendary Creature — Phyrexian Horror,3,True
Obscura Storefront,dc31a6f8-6228-4a25-b937-5d8d78514333,0.0,Land,2,True
Pact of Negation,f3e213a4-ba5a-468a-93b3-c0a34e1bd725,0.0,Instant,1,True
Obliterate,47496941-8007-45a0-a981-76c683cbddc1,8.0,Sorcery,1,True
"Vilis, Broker of Blood",7c209753-121b-4859-944b-4e33f885e777,8.0,Legendary Creature — Demon,1,True
Belisarius Cawl,6b336228-92c0-4f14-a479-1f97aaeae018,4.0,Legendary Artifact Creature — Human,4,True
"Titania, Protector of Argoth",d0ade00d-a496-441d-9b7e-7dc033d3292c,5.0,Legendary Creature — Elemental,1,True
Watchful Radstag,572afa0f-9e82-4899-b622-a7554625b9f4,3.0,Creature — Elk Mutant,3,True
Culling the Weak,6385fd0d-256d-4400-9319-afa8170024db,1.0,Instant,2,True
Serra Avatar,c363725f-15cf-4955-aaf1-536b1f8daaed,7.0,Creature — Avatar,1,True
"Wayta, Trainer Prodigy",e507df33-d150-4b21-8ddb-90799f412dd8,3.0,Legendary Creature — Human Warrior,3,True
Endbringer,db1ea6e0-4076-49dd-92f7-7e6d7eb65a27,6.0,Creature — Eldrazi,1,True
"Krenko, Mob Boss",68418069-f615-40ef-ae0d-764192acae00,4.0,Legendary Creature — Goblin Warrior,1,True
Oketra's Monument,0370afa0-07d3-4787-8a5b-10272cb3a486,3.0,Legendary Artifact,3,True
Tribal Forcemage,245934d9-c7b7-4a97-9c56-7760d934ef27,2.0,Creature — Elf Wizard,3,True
Mechanized Production,39d8406a-90c3-460c-b4e8-0f590573db51,4.0,Enchantment — Aura,2,True
Pestilence,dafe63ef-f3d6-45e7-877a-573da92ba85e,4.0,Enchantment,1,True
Junk Winder,5b677e88-bcc9-4a55-9c89-8bbd0e2344dc,7.0,Creature — Serpent,4,True
"Aurelia, the Warleader",0f5a3a09-2f07-4774-9e0f-e99d9a444166,6.0,Legendary Creature — Angel,4,True
Whip Silk,ce2c420b-e569-4715-b65b-4a097700799d,1.0,Enchantment — Aura,3,True
Flickerwisp,b23a3d30-6b8e-4aad-890f-db0c3af43ace,3.0,Creature — Elemental,2,True
"Ashling, Flame Dancer",6fe9fd59-9cac-4572-8f94-bc19bea44f94,4.0,Legendary Creature — Elemental Shaman,3,True
"Crystal Skull, Isu Spyglass",b1f8eb7b-7e01-4bf8-a557-64e16a6052af,4.0,Legendary Artifact,2,True
Snake Umbra,70ed2052-f03c-461d-b32a-8835c97c559f,3.0,Enchantment — Aura,3,True
Bloodsoaked Champion,cad09970-14c8-4d80-82fe-6c855efb0191,1.0,Creature — Human Warrior,2,True
Future Sight,93a0e938-b916-47ec-9803-369e885e253c,5.0,Enchantment,2,True
Pia and Kiran Nalaar,86084ed9-b8bb-4289-9579-6056194787bc,4.0,Legendary Creature — Human Artificer,3,True
Steel Overseer,986ae327-f433-4c58-93dc-afc544b9bfcb,2.0,Artifact Creature — Construct,1,True
Shivan Meteor,6cf5edd6-1ca2-46a5-83b4-7ddff590ef96,5.0,Sorcery,4,True
Cultivator Colossus,4d8505d3-c8a1-4850-95d4-5ddb8ad49770,7.0,Creature — Plant Beast,1,True
Pirate's Pillage,7a2e866b-9642-495e-b47f-5b13a24373cc,4.0,Sorcery,5,True
Rapacious Dragon,0944ec2e-1dd9-459f-8f1d-667242cf52fe,5.0,Creature — Dragon,4,True
Mystic Forge,994bc16d-fdc6-475c-96df-beeb4d5aa03e,4.0,Artifact,2,True
The One Ring,3aa83ed2-f48b-4ce6-a614-2c54ddf50538,4.0,Legendary Artifact,4,True
"Haakon, Stromgald Scourge",8f089280-e5da-4fda-8bff-dea2971d0292,3.0,Legendary Creature — Zombie Knight,1,True
Maddening Cacophony,e0f0f290-c83f-4d97-9f5d-786c7136b0d1,2.0,Sorcery,2,True
"Elesh Norn, Grand Cenobite",958d71ff-c9f7-46f0-96ca-79e7f4d65a16,7.0,Legendary Creature — Phyrexian Praetor,1,True
Prototype Portal,7f3b6c25-b855-4ea5-a8ad-d954a6cdffb7,4.0,Artifact,3,True
Patron of the Arts,47f8df80-abc9-4d46-8078-8fbc23430259,3.0,Creature — Dragon Noble,3,True
Bladewing the Risen,c22cc70a-9533-4bfc-b3ce-b2d43a73f0c1,7.0,Legendary Creature — Zombie Dragon,1,True
Triplicate Titan,56e05b17-aa1d-483d-857c-4cab4f12aa8a,9.0,Artifact Creature — Golem,4,True
Swans of Bryn Argoll,b187aeeb-5cf5-4b73-a3ef-f39188d2ba33,4.0,Creature — Bird Spirit,1,True
Demonic Tutor,82004860-e589-4e38-8d61-8c0210e4ea39,2.0,Sorcery,1,True
Sailor of Means,c4efae03-99de-4439-925b-504602623bfd,3.0,Creature — Human Pirate,3,True
Brion Stoutarm,b816b3cc-ae4b-4fb7-8b1a-e01ab83459a3,4.0,Legendary Creature — Giant Warrior,2,True
The Ur-Dragon,87b22b09-4f6d-4bc5-9cfc-663e4c7c6981,9.0,Legendary Creature — Dragon Avatar,3,True
Vampire Hexmage,fcb2a95b-cef0-4b29-8b2b-538f380aff2b,2.0,Creature — Vampire Shaman,2,True
Fury Storm,371fa9e3-5432-4f2f-89d4-55061b0b4e57,4.0,Instant,1,True
Umbral Mantle,44f3241f-af82-4f2e-b15d-7f279bf6e816,3.0,Artifact — Equipment,2,True
Stitcher's Supplier,7fd61a18-6e4f-40c5-aa00-3d101ec1ec82,1.0,Creature — Zombie,1,True
The Reaver Cleaver,37a2a31d-51e6-4c07-b4c2-b206ad40eb42,3.0,Legendary Artifact — Equipment,4,True
The Tenth Doctor,23af0a0a-1d12-47c7-b191-2bd3f84eea93,5.0,Legendary Creature — Time Lord Doctor,5,True
Orcish Bowmasters,ea5103f5-27e0-4eb1-902c-7f34652d6bf3,2.0,Creature — Orc Archer,2,True
Magister Sphinx,1d86ae29-4705-4bbc-8922-9b4e031df5b1,7.0,Artifact Creature — Sphinx,1,True
Metalworker,9ed9accb-9f0c-40fa-aeea-2d1e1c9d1bd1,3.0,Artifact Creature — Construct,1,True
Sailor of Means,c4efae03-99de-4439-925b-504602623bfd,3.0,Creature — Human Pirate,3,True
Rude Awakening,685a7f67-6809-4386-990f-c52d1846a584,5.0,Sorcery,2,True
"Niv-Mizzet, the Firemind",959acb66-84ca-4535-bca2-ad591895735e,6.0,Legendary Creature — Dragon Wizard,1,True
Joraga Treespeaker,a011aefe-5853-4435-b686-179e931ba897,1.0,Creature — Elf Druid,2,True
Blade of Selves,9c329f3d-4d0a-4012-8aa6-92afdd120a52,2.0,Artifact — Equipment,4,True
Blighted Woodland,02679a2e-303d-412f-87d8-0a37a8ca259c,0.0,Land,2,True
Sakura-Tribe Elder,e3afc704-220f-498f-9eaa-0821b17dc24c,2.0,Creature — Snake Shaman,2,True
Commander Liara Portyr,fcc7ed01-ff64-4ffe-9b83-daa4132fd92d,5.0,Legendary Creature — Human Soldier,2,True
"Mimeoplasm, Revered One",2b8c2882-dbca-466a-a0af-dd1d65edfe7c,3.0,Legendary Creature — Ooze,1,True
"Urabrask, Heretic Praetor",3fe61a65-b1c0-4d15-b379-e4ce22c96941,5.0,Legendary Creature — Phyrexian Praetor,3,True
Bloodstained Mire,fc0707c7-d504-4ccf-a0d2-3eb6e26e7a57,0.0,Land,2,True
Necropotence,94a844d2-0574-45a7-b347-e0e329767c42,3.0,Enchantment,2,True
"Ghave, Guru of Spores",e579a72f-4933-40fe-9e57-96f8d65370bc,5.0,Legendary Creature — Fungus Shaman,3,True
Pashalik Mons,bdb94ccd-1bb5-4bb7-9539-e1b1c97c19c5,3.0,Legendary Creature — Goblin Warrior,2,True
Pyromancer's Goggles,f76bcbfe-483f-4e63-8425-76feca1abf3e,5.0,Legendary Artifact,1,True
Tireless Provisioner,ab8d5f5c-1976-4f77-8ed2-8d28ee666741,3.0,Creature — Elf Scout,5,True
Death Baron,99024aa8-5687-4d38-8a4b-feef42d6c1ff,3.0,Creature — Zombie Wizard,2,True
"Raggadragga, Goreguts Boss",a7641ee0-9c0d-4201-9827-a775ed03797c,4.0,Legendary Creature — Human Boar,3,True
Legion Loyalty,24e39d26-6a2b-461e-b194-bda575bcf898,8.0,Enchantment,3,True
Out of Time,8491de1e-dc37-4a89-b4f7-56a2c668f0fc,3.0,Enchantment,4,True
Temur Ascendancy,e68dc47c-692f-4420-9799-eee104017273,3.0,Enchantment,1,True
Medomai the Ageless,b6b91ea7-a22c-4835-8c62-3360b0fd3a8b,6.0,Legendary Creature — Sphinx,1,True
Chromatic Star,fedbd40b-e3a5-449c-a8a3-b42e9da191a9,1.0,Artifact,1,True
Rabble Rousing,2e420001-2b3d-4eb7-b01c-3a49d5e241c2,5.0,Enchantment,4,True
Goldspan Dragon,716b3ea2-45b7-4a8f-af72-de7f4e510eff,5.0,Creature — Dragon,5,True
Soulbright Flamekin,7ea8426a-3b66-4fd0-9863-2b68d379671f,2.0,Creature — Elemental Shaman,1,True
Savvy Trader,c1aba8c7-d940-4d5d-a176-68cc226906de,4.0,Creature — Human Citizen,3,True
Archfiend of the Dross,9188031e-1c24-4981-a3d2-461a2bf917b6,4.0,Creature — Phyrexian Demon,2,True
Junk Diver,08c595da-9305-42a9-b72f-5ccc546edc01,3.0,Artifact Creature — Bird,1,True
Twilight Shepherd,eff736bc-d311-4bef-9c7e-de4ebe32e46f,6.0,Creature — Angel,4,True
"Sheoldred, the Apocalypse",34f34409-326d-4994-a0ea-1a69aa278f03,4.0,Legendary Creature — Phyrexian Praetor,1,True
Suspension Field,baf8310f-5baf-459e-95ae-6b43a1d47e24,2.0,Enchantment,1,True
"Orthion, Hero of Lavabrink",31895957-5fa8-46dc-a76e-37bbdc6072ad,4.0,Legendary Creature — Human Soldier,4,True
Pestilence,dafe63ef-f3d6-45e7-877a-573da92ba85e,4.0,Enchantment,1,True
"Brallin, Skyshark Rider",464df46a-079b-47c1-95e7-930160abef2f,4.0,Legendary Creature — Human Shaman,6,True
The Great Henge,78427103-9543-41fb-b6d4-72963fe87275,9.0,Legendary Artifact,2,True
Thud,5d2a9859-1353-4431-9343-f5999450acd1,1.0,Sorcery,2,True
"Yannik, Scavenging Sentinel",81ab8947-8046-4944-ae58-006a6eefa08a,4.0,Legendary Creature — Hyena Beast,4,True
Release to the Wind,49d6a9be-1d10-4ce4-afa3-aa637f39b898,3.0,Instant,2,True
Fertilid,21f1c6d7-8289-44b2-b88f-c09e202be200,3.0,Creature — Elemental,1,True
Archfiend of Despair,9c36760b-57c5-488b-afc9-ef141942c6ab,8.0,Creature — Demon,1,True
Quirion Ranger,3ecaefc8-ead2-47a3-a7ea-b030faab65a7,1.0,Creature — Elf Ranger,2,True
Avenger of Zendikar,4ba5b3f6-503b-43e6-b66e-4f8c55cffed7,7.0,Creature — Elemental,3,True
Sporeweb Weaver,2e7c3881-6fa6-4fd2-ae86-9e3a0fcecdbd,3.0,Creature — Spider,4,True
"Kamahl, Fist of Krosa",8b21146d-3e92-46e7-b5d9-8240fba5088e,6.0,Legendary Creature — Human Druid,1,True
Cleansing Nova,aff34f28-f707-4458-8af3-1bd5b13a6b10,5.0,Sorcery,1,True
"Roxanne, Starfall Savant",11765eaf-87a1-48bd-90c1-7a5f21be5918,5.0,Legendary Creature — Cat Druid,2,True
Open the Graves,28778958-a1f9-4fea-b551-c193d1257f18,5.0,Enchantment,1,True
Grand Abolisher,c749f23c-40c0-4159-b84c-a70cbb062c14,2.0,Creature — Human Cleric,2,True
Brion Stoutarm,b816b3cc-ae4b-4fb7-8b1a-e01ab83459a3,4.0,Legendary Creature — Giant Warrior,2,True
Sacrifice,068b3692-411b-44d4-a7e9-005262760cfc,1.0,Instant,2,True
Jackdaw Savior,9e31ef54-b2f2-4f3f-9779-151b74470ce4,3.0,Creature — Bird Cleric,1,True
Rafiq of the Many,c6e17443-2379-419d-8c32-13ea9bf52993,4.0,Legendary Creature — Human Knight,3,True
Capsize,77637eff-2963-4402-88f3-ca346f762fc8,3.0,Instant,2,True
"Endrek Sahr, Master Breeder",47a0079f-3544-45bc-a32a-bd93844c8c43,5.0,Legendary Creature — Human Wizard,3,True
Unbreakable Formation,97435e03-2fff-4fe0-8fa9-69ab0a046a33,3.0,Instant,5,True
"Godo, Bandit Warlord",f890d51a-dc90-4179-8423-4738a72a527c,6.0,Legendary Creature — Human Barbarian,2,True
Sprouting Thrinax,ea74e89e-0724-4744-a6c9-e35c415624fb,3.0,Creature — Lizard,1,True
Swords to Plowshares,b1544f21-7e98-461b-aed5-e748b0168c52,1.0,Instant,1,True
Maskwood Nexus,9b2cdbed-c733-409b-b0e4-2c8960c25111,4.0,Artifact,2,True
"Atraxa, Praetors' Voice",7e6b9b59-cd68-4e3c-827b-38833c92d6eb,4.0,Legendary Creature — Phyrexian Angel Horror,6,True
"Slimefoot, the Stowaway",fd541139-de13-4b32-93ba-070ecf711d33,3.0,Legendary Creature — Fungus,1,True
"Elesh Norn, Mother of Machines",5ade11c0-41dd-4b6a-9f5b-c5903a3a0d7f,5.0,Legendary Creature — Phyrexian Praetor,1,True
"Niv-Mizzet, Visionary",d9f1dc61-831e-4244-a2da-aa9da6fd5b50,6.0,Legendary Creature — Dragon Wizard,1,True
Promise of Bunrei,6158ab85-a929-472c-9618-8e76d2d4b228,3.0,Enchantment,2,True
Krosan Restorer,ea845951-0158-4646-acd9-3b0b28da40b1,3.0,Creature — Human Druid,3,True
