oracle_id,card_name,mechanics_count,mechanics,categories,sources
14b839ef-80b1-4e7d-b2fd-38e973899cde,"Ragnarok, Divine Deliverance",6,"Reach, Vigilance, Haste, Trample, Menace, Destroy","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
23140c6f-c674-4d13-9b78-bce0ffcb981f,"Melek, Reforged Researcher",1,Cast,keyword_action,oracle_text
65b7a7ca-0e39-4612-9bcd-743bf903544a,Osai Vultures,2,"Flying, Counter","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
92381398-94f6-471f-874a-b5894e6f9487,Relic Crush,1,Destroy,keyword_action,oracle_text
dc55421f-dee8-4263-9df0-2365df5f14bb,Temple of Malady,1,Scry,keyword_action,scryfall_keywords
22ec98d2-0ac5-48a2-b48b-c6a98f35ecf0,Break the Ice,3,"Overload, Destroy, Cast","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
2cb1c213-b3f2-4433-8f89-6a3b4c3d2795,"Kroxa, Titan of Death's Hunger",5,"Escape, Discard, Sacrifice, Exile, Cast","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
f8b17b89-26ce-4208-874a-9e1d66514640,Dig Through Time,2,"Delve, Exile","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
31ea0a21-9c47-4917-9df9-3469b6e5243d,Gathan Raiders,4,"Morph, Hellbent, Discard, Cast","ability_word, keyword_ability, keyword_action","oracle_text, scryfall_keywords"
c4822813-cd81-465d-9fe8-3a4c2dcd31ef,Thicket Basilisk,1,Destroy,keyword_action,oracle_text
ae1df2ad-f34c-4569-92f2-98be776c612d,Archipelagore,4,"Mutate, Untap, Tap, Cast","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
0bc418c3-ebde-4e52-9284-65d7e3433f27,Wasteland Scorpion,3,"Cycling, Deathtouch, Discard","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
9188031e-1c24-4981-a3d2-461a2bf917b6,Archfiend of the Dross,2,"Flying, Counter","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
7a7425ba-4478-4bc4-855f-abf947ea4fa2,Lure,1,Enchant,keyword_ability,scryfall_keywords
a3a98bc9-caa0-49b7-951c-fe4e4f54e4ba,Ornithopter,1,Flying,keyword_ability,scryfall_keywords
b23c28ec-dc4d-4072-8fd8-6640a104335a,Smirking Spelljacker,4,"Flying, Flash, Exile, Cast","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
764f6412-c4ff-4eec-9a9d-870661f97f8b,"Fblthp, Lost on the Range",2,"Plot, Ward","keyword_ability, keyword_action",scryfall_keywords
f890d51a-dc90-4179-8423-4738a72a527c,"Godo, Bandit Warlord",2,"Untap, Shuffle",keyword_action,oracle_text
8539f295-5d58-4436-a73a-b9277c4c7795,Rampant Growth,1,Shuffle,keyword_action,oracle_text
8618f8e8-fd86-47e3-905d-e6624b599b9b,The Fair Basilica,1,Sacrifice,keyword_action,oracle_text
12aba1d4-477f-4d36-96bb-c3c7bbd51b75,Hellkite Igniter,2,"Flying, Haste",keyword_ability,scryfall_keywords
81b90905-fbc0-426a-a084-c3300533abb4,Lightning Axe,2,"Discard, Cast",keyword_action,oracle_text
c6064c08-e4e0-49f4-9f0b-55cdecf443af,Skirsdag High Priest,5,"Morbid, Flying, Create, Tap, Activate","ability_word, keyword_ability, keyword_action","oracle_text, scryfall_keywords"
d306de95-a80e-4e85-b7d2-36c6ea769b15,Raven Clan War-Axe,4,"Equip, Reveal, Trample, Shuffle","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
eb933723-b879-44c8-bbc8-d8c84ce5ab12,"Ith, High Arcanist",3,"Vigilance, Suspend, Untap","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
fb6d24cb-4e79-4d0c-b32f-47d5f709de1b,Book Devourer,2,"Trample, Discard","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
d83bf132-e67e-4af0-b236-4f7a32fa3dec,Harsh Deceiver,3,"Reveal, Untap, Activate",keyword_action,oracle_text
b2da7acb-d80c-414c-9f7d-753a5d6ccad9,Logic Knot,3,"Delve, Exile, Counter","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
579cbd92-797f-4cdf-91ed-fca7a523eae5,Deep Analysis,3,"Flashback, Exile, Cast","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
665b8bbf-c30b-4875-a5c2-fc3b9767ecac,"Silvos, Rogue Elemental",2,"Trample, Regenerate","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
7104e471-06aa-426d-af1e-d5f0b1fb18c3,Dauntless Aven,2,"Flying, Untap","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
4e93b23c-a7f7-4bdd-bbca-0dc48bb5c223,Sling-Gang Lieutenant,2,"Create, Sacrifice",keyword_action,oracle_text
3608f1f7-8dc5-4dd1-ae91-c830e1de9529,Icy Manipulator,1,Tap,keyword_action,oracle_text
c180ed02-07f4-4538-9bea-8c249234a8e2,Drudge Skeletons,2,"Tap, Regenerate",keyword_action,oracle_text
a37c9b13-dc45-4b55-a63d-5314abde7aab,Sentinel Spider,2,"Reach, Vigilance",keyword_ability,scryfall_keywords
d3a0b660-358c-41bd-9cd2-41fbf3491b1a,Birds of Paradise,1,Flying,keyword_ability,scryfall_keywords
8bdaa661-861b-4f91-83ea-467e34e11cc3,Death-Mask Duplicant,11,"Imprint, Flying, Haste, Landwalk, Double strike, Trample, Fear, Double, Exile, First strike, Protection","ability_word, keyword_ability, keyword_action","oracle_text, scryfall_keywords"
8f2c8498-5b10-4ec7-8678-598c90987556,Disciple of Bolas,1,Sacrifice,keyword_action,oracle_text
0665daf5-e12a-4b59-81fc-63fec2807571,"Anya, Merciless Angel",2,"Flying, Indestructible",keyword_ability,"oracle_text, scryfall_keywords"
4992144f-7a36-4f30-9e8a-4355288b50c5,Swashbuckling,2,"Enchant, Haste",keyword_ability,"oracle_text, scryfall_keywords"
a6a7bf77-0560-4572-a826-3bc9df1f78d1,Y'shtola Rhul,1,Exile,keyword_action,oracle_text
c43b616e-ef87-4c12-810b-a1a3260168fa,Skewer the Critics,2,"Spectacle, Cast","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
77248a76-373c-48fc-939f-aa378ab57f7c,Mortarpod,5,"Equip, Living weapon, Create, Attach, Sacrifice","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
9c975fda-471a-4d41-9bb6-ea42edc6a0e6,Blood Burglar,1,Lifelink,keyword_ability,oracle_text
f307b5b4-e949-4f69-8dc7-856e33a45a16,Tormenting Voice,2,"Discard, Cast",keyword_action,oracle_text
1cfeb5c4-a2d0-4872-a907-a6d484be85a5,Urza's Avenger,4,"Flying, Trample, First strike, Banding",keyword_ability,oracle_text
89f43e27-790b-4ca1-8ba7-0882b31e0783,Temple of Enlightenment,1,Scry,keyword_action,scryfall_keywords
6f705338-b00b-4a6d-924f-443e7c5670b7,Death Mutation,2,"Create, Destroy",keyword_action,oracle_text
987a0b61-2ce4-47bd-8f5e-1e7bf01d0869,Sergeant John Benton,2,"Haste, Trample",keyword_ability,scryfall_keywords
872bebff-720d-459b-8f86-fb9129a8d1fb,Svyelun of Sea and Sky,3,"Counter, Ward, Indestructible","keyword_ability, keyword_action",oracle_text
04e2afbe-0c08-42bc-93e6-662066a958bf,Deadly Cover-Up,4,"Collect evidence, Destroy, Exile, Cast",keyword_action,"oracle_text, scryfall_keywords"
a6cefecd-459e-439a-a62c-689c2919b689,Arbiter of the Ideal,4,"Flying, Inspired, Reveal, Counter","ability_word, keyword_ability, keyword_action","oracle_text, scryfall_keywords"
e04ca2dc-873e-4d80-b1d7-4873ffdb3af5,Echoing Ruin,1,Destroy,keyword_action,oracle_text
b7a1c54b-bb2f-4423-865a-ad114cd18c76,Whirlpool Warrior,2,"Sacrifice, Shuffle",keyword_action,oracle_text
ea97fc76-3a32-414c-aa12-87be1a0eb9f3,Masked Admirers,1,Cast,keyword_action,oracle_text
881c3dd4-49df-48c3-b514-509990332e25,Mace of the Valiant,4,"Equip, Tap, Vigilance, Counter","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
ea152809-85a2-4fde-8251-3b1f267e4443,Lord of the Pit,3,"Flying, Trample, Sacrifice","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
851a2214-5f87-4e5b-b099-1c5c90784a97,Rumbling Aftershocks,1,Cast,keyword_action,oracle_text
3d1b09a3-f151-4218-974b-02bb6159247a,Seize the Spotlight,4,"Treasure, Create, Haste, Untap","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
b03fc155-2a70-4106-853c-33bdc88d548c,Necromaster Dragon,3,"Flying, Mill, Create","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
f1da52a4-08a0-4427-a461-a1dc6627b98e,Soul Separator,4,"Flying, Create, Sacrifice, Exile","keyword_ability, keyword_action",oracle_text
81fa8e6a-5fb8-43de-802f-df5b985c6a7d,Spell Swindle,4,"Treasure, Create, Sacrifice, Counter",keyword_action,"oracle_text, scryfall_keywords"
445dd350-5165-4516-8669-9233f5558605,Feroz's Ban,1,Cast,keyword_action,oracle_text
c75e55f2-fd6c-4816-9d96-21eeb8369aff,The Scarab God,3,"Scry, Create, Exile",keyword_action,"oracle_text, scryfall_keywords"
7875c063-19c3-4e6e-81d8-1a378a4e16e5,Dragonback Lancer,4,"Flying, Mobilize, Create, Sacrifice","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
de4678f8-a441-4e4a-a339-9b62ebfb0100,Vanguard of the Rose,3,"Tap, Sacrifice, Indestructible","keyword_ability, keyword_action",oracle_text
2392a41a-59d3-4749-be94-4d9df0af9c4c,Alabaster Dragon,2,"Flying, Shuffle","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
3baa8e38-ef93-435d-b63e-f781d5bfcc68,Temple of Abandon,1,Scry,keyword_action,scryfall_keywords
faa01ed1-ccfa-4e58-951f-cd81f9068027,Mortify,1,Destroy,keyword_action,oracle_text
870deab4-8570-40e9-aeda-ac3726cebb84,Asylum Visitor,4,"Madness, Discard, Exile, Cast","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
9456c5b6-946d-403a-8ed0-dff9f921d98c,Black Knight,2,"First strike, Protection",keyword_ability,scryfall_keywords
5a73d439-bd78-42e1-90ae-eedd30536881,Nadir Kraken,2,"Create, Counter",keyword_action,oracle_text
2acb15bd-6c89-4ff3-ab32-beac67e9c88a,"Quina, Qu Gourmet",2,"Sacrifice, Counter",keyword_action,oracle_text
eefe2d53-4856-465d-a900-77836ef9ae07,Prophet of the Scarab,1,Vigilance,keyword_ability,scryfall_keywords
244d4807-0802-41bc-9460-55ac38a28a72,Vendilion Clique,2,"Flying, Flash",keyword_ability,scryfall_keywords
c549b0fd-1e08-4873-952e-a14dc45a0fd2,Champion of Lambholt,1,Counter,keyword_action,oracle_text
0129ffe2-389f-4e05-8a04-96461bac39a5,"Greasefang, Okiba Boss",1,Haste,keyword_ability,oracle_text
18dd694f-e239-4603-85fd-b34b028ff6a4,Fell Stinger,3,"Exploit, Deathtouch, Sacrifice","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
4d7a5b14-8fce-41f2-a0d5-fff3d15f41f6,Field of Souls,2,"Flying, Create","keyword_ability, keyword_action",oracle_text
ca611c90-7753-43dd-af91-81694d004eeb,Suspicious Bookcase,1,Defender,keyword_ability,scryfall_keywords
eddfe7d7-6868-4b81-b46c-d0765e5210e7,Gysahl Greens,4,"Flashback, Create, Exile, Cast","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
d565cd3d-68d4-4039-9e45-7e69e31d0ffb,Ugin's Labyrinth,2,"Imprint, Exile","ability_word, keyword_action","oracle_text, scryfall_keywords"
34e2d6eb-aad4-4776-872e-cebab3938aa0,Torch Courier,2,"Haste, Sacrifice","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
7776b2dd-5795-458d-81da-54fed22d5ee2,Spike Weaver,1,Counter,keyword_action,oracle_text
5372445b-5f67-435e-a736-61c6cb4f9c6e,Vines of the Recluse,3,"Flying, Reach, Untap","keyword_ability, keyword_action",oracle_text
bddf0772-503c-42f1-bb86-1dfeeedf4a7e,Inexorable Blob,2,"Delirium, Create","ability_word, keyword_action","oracle_text, scryfall_keywords"
27547519-9474-49fa-80e7-e604d61cb3ca,Beneath the Sands,3,"Cycling, Discard, Shuffle","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
2de138b0-3159-4a0c-a474-a4e5600b2e51,Festival of Embers,3,"Sacrifice, Exile, Cast",keyword_action,oracle_text
c7fa1dda-9312-4ec8-82cd-a1ba7bc33497,Raugrin Triome,2,"Cycling, Discard","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
171150fb-dbe1-4a07-a7ac-5f45762a26b0,Stockpiling Celebrant,1,Scry,keyword_action,scryfall_keywords
cef72b9b-91b1-47ff-ab6e-91d3c548e98b,Ironscale Hydra,1,Counter,keyword_action,oracle_text
4927150d-7ff6-4232-b20e-d2ea245ac710,Tectonic Edge,3,"Destroy, Sacrifice, Activate",keyword_action,oracle_text
e574bfdb-505b-4d61-a376-6d26f03cd9b1,Reito Sentinel,2,"Mill, Defender","keyword_ability, keyword_action",scryfall_keywords
6b941291-1802-4ced-9869-39fa43825550,Deadly Recluse,4,"Reach, Deathtouch, Flying, Destroy","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
74d3277a-38e5-4732-afed-084a56148f20,Mana Drain,1,Counter,keyword_action,oracle_text
06a158c6-7e36-49f8-a8e0-a7b7df5fd7ed,Phantasmal Forces,2,"Flying, Sacrifice","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
9c0f7cdc-9095-40ae-bf83-75a5ffda72b9,Quandrix Command,1,Counter,keyword_action,oracle_text
11f21b50-b4b6-449e-a66a-eedd2920ed93,Squad Commander,2,"Create, Indestructible","keyword_ability, keyword_action",oracle_text
0695af85-7405-4512-bb97-42517a532ada,Workshop Warchief,6,"Blitz, Trample, Create, Haste, Sacrifice, Cast","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
48220e6c-5752-46e0-9b7f-f0eef274d929,Star of Extinction,1,Destroy,keyword_action,oracle_text
3989308a-4c0f-493a-b38f-cb4f5019dfe7,"Mishra, Lost to Phyrexia",4,"Create, Menace, Destroy, Trample","keyword_ability, keyword_action",oracle_text
b53f216d-1592-4eee-b204-502a805fbc8c,Treetop Village,1,Trample,keyword_ability,oracle_text
677b8ce7-f922-4ee3-b311-f199da9b352b,Pillar of the Paruns,1,Cast,keyword_action,oracle_text
f72d2074-2f32-4b56-a172-947bf6104fae,Chandra's Revolution,2,"Untap, Tap",keyword_action,oracle_text
313c6b29-c488-4b4b-af16-f82717f59a5d,City of Death,4,"Treasure, Create, Sacrifice, Counter",keyword_action,"oracle_text, scryfall_keywords"
f5f4dd28-f4ae-4d39-b9b8-6ebfd63c93fe,Basilisk Collar,5,"Equip, Destroy, Attach, Lifelink, Deathtouch","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
ca4d3d27-ea3a-44ac-96e9-b52b563129f8,Lotus Ring,4,"Indestructible, Equip, Sacrifice, Vigilance","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
ea152809-85a2-4fde-8251-3b1f267e4443,Lord of the Pit,3,"Flying, Trample, Sacrifice","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
d5b80895-621a-40df-bf48-6c7295658f21,Cankerbloom,4,"Proliferate, Destroy, Sacrifice, Counter",keyword_action,"oracle_text, scryfall_keywords"
95348ba4-038d-4f86-8be0-eb1a68a1f231,Guardian's Magemark,2,"Enchant, Flash",keyword_ability,scryfall_keywords
3bc51b45-1f96-4277-8b80-bb0a528c6ac2,Homicidal Seclusion,1,Lifelink,keyword_ability,oracle_text
679d5a1d-8da8-4142-924b-97b359f55309,Thraben Standard Bearer,2,"Create, Discard",keyword_action,oracle_text
b1d70845-869b-45f7-b4bf-1549bac51d58,Nemesis of Reason,1,Mill,keyword_action,scryfall_keywords
13ba9ef8-2010-4d3f-8c62-85b7c5620031,Xantid Swarm,2,"Flying, Cast","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
96162b22-41e7-4559-aa1b-c18f42abcb52,Jade Statue,1,Activate,keyword_action,oracle_text
9e6e1ea6-4682-4056-b70e-fe45d0c9fdee,Samite Sanctuary,1,Activate,keyword_action,oracle_text
9c724912-5afd-4813-affb-4dbda64fd4ee,Horizon Drake,2,"Flying, Protection",keyword_ability,scryfall_keywords
fa66d63b-dfb7-42b8-8249-4d60e89058ac,Dimir Informant,1,Surveil,keyword_action,scryfall_keywords
dd821fca-79a0-48a9-b1cf-5a496bc04f65,Infernal Darkness,3,"Cumulative upkeep, Sacrifice, Counter","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
01a7e0ce-c98f-4cf2-aba3-360aa0a9b9a7,Bedlam Reveler,3,"Prowess, Discard, Cast","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
0d96b60b-a060-48ee-bb83-93f1c4a10669,Green Sun's Zenith,1,Shuffle,keyword_action,oracle_text
08adacab-96c3-4532-8ab3-0c8064fa4150,Thraben Foulbloods,2,"Delirium, Menace","ability_word, keyword_ability","oracle_text, scryfall_keywords"
fd62ad01-601f-4250-bc2a-8ef3982e45c4,Diregraf Colossus,3,"Create, Counter, Cast",keyword_action,oracle_text
1229b82f-fc50-4259-83c6-31f706ac2303,Horde of Boggarts,1,Menace,keyword_ability,scryfall_keywords
6f981e70-5828-49ac-8a72-cf1cc09be991,"Rielle, the Everwise",1,Discard,keyword_action,oracle_text
2149f9f2-adcf-47d3-9564-326b5c0ced32,Hurly-Burly,1,Flying,keyword_ability,oracle_text
694cb93a-bcc5-44b0-a76c-19ae4a4e5e0f,Ranger's Guile,1,Hexproof,keyword_ability,oracle_text
e705ec38-b8f7-4f99-8cb9-8448dc3e50ec,Taoist Mystic,1,Horsemanship,keyword_ability,oracle_text
1f4d3a96-bc30-4362-9c1f-40bf79f78e78,Rot Farm Mortipede,2,"Menace, Lifelink",keyword_ability,oracle_text
a2404d88-0621-49ae-9908-052c23a96ac6,Abu Ja'far,1,Destroy,keyword_action,oracle_text
0c85b8f7-0bd0-4680-9ec5-d4b110460a54,Fabled Passage,3,"Untap, Sacrifice, Shuffle",keyword_action,oracle_text
9270eb03-4600-40cc-83a5-ea987d5d4978,Gix's Command,2,"Destroy, Lifelink","keyword_ability, keyword_action",oracle_text
1e825298-7c99-40cc-81c9-280cc7ed98d3,"Mu Yanling, Sky Dancer",2,"Flying, Create","keyword_ability, keyword_action",oracle_text
6b0e23cf-7d68-4329-86db-7adc26abd86b,Elvish Spirit Guide,1,Exile,keyword_action,oracle_text
d96506b1-845d-4a9b-8414-456bb457d80f,Shape the Sands,2,"Flying, Reach",keyword_ability,oracle_text
2531eb1a-ae24-450a-b8e8-dbbd65eaad64,Reveille Squad,1,Untap,keyword_action,oracle_text
522dd417-364b-44ab-8ca9-fb55db5f26a6,Get Lost,4,"Explore, Destroy, Sacrifice, Activate",keyword_action,"oracle_text, scryfall_keywords"
19797dd6-6f48-47bc-a9ac-84d4acad3fa5,Spring-Leaf Avenger,1,Ninjutsu,keyword_ability,scryfall_keywords
dd9a6f6b-f9b7-4292-bc80-b7da326de032,Aerith Gainsborough,2,"Lifelink, Counter","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
5ecf35b1-0bfd-4c60-a791-5a3b918dd630,Marshland Bloodcaster,2,"Flying, Cast","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
d3455e93-3a05-42db-945d-c4c85f4ac827,Seize the Storm,5,"Flashback, Create, Trample, Exile, Cast","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
9041338d-b660-4fc2-922f-cdf9d1a25993,Body Count,2,"Spectacle, Cast","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
ceb302df-d67e-4e5d-aca0-f53bcdea658d,Mistwalker,2,"Changeling, Flying",keyword_ability,scryfall_keywords
934bd9f9-937b-4c6b-a849-012ae6bd3321,Incandescent Soulstoke,2,"Haste, Sacrifice","keyword_ability, keyword_action",oracle_text
ec9975f4-dfff-4b72-9da8-8f2025f0524a,Rush of Adrenaline,1,Trample,keyword_ability,oracle_text
58aec411-167d-4709-8560-793eaaed62c5,Gifts Ungiven,2,"Reveal, Shuffle",keyword_action,oracle_text
f1e9abfb-c3c8-483e-b446-5c2afc9f6394,Floodfarm Verge,1,Activate,keyword_action,oracle_text
1c747fe2-289e-492a-a846-aa77707e2dc3,Abrupt Decay,1,Destroy,keyword_action,oracle_text
3ec1b309-8c26-4dc4-b4c3-f97c2c3f8a68,Torrent of Souls,2,"Haste, Cast","keyword_ability, keyword_action",oracle_text
4000e119-3372-431c-bc3a-0db0639311ce,Fire Urchin,2,"Trample, Cast","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
a7308a1f-ec46-478e-86ea-33b2ebbd995f,The Cauldron of Eternity,2,"Activate, Cast",keyword_action,oracle_text
8505f9a6-a510-43f9-a96d-b840b353e144,Goblin Rimerunner,1,Haste,keyword_ability,oracle_text
867def48-4be8-4056-bcf1-d6b00450b9a3,Library of Leng,1,Discard,keyword_action,oracle_text
cf127842-5fb1-44df-8d91-8cc0f48c559a,Sakashima's Protege,4,"Flash, Cascade, Exile, Cast","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
7b459306-149b-4f43-abc1-2dd70c748c0e,Ravenous Chupacabra,1,Destroy,keyword_action,oracle_text
d8a04142-1d28-4c2e-b2d5-da88b2199678,Locthwain Gargoyle,1,Flying,keyword_ability,oracle_text
b753d7dd-4c6b-4472-a009-671572f927eb,Vampire Interloper,1,Flying,keyword_ability,scryfall_keywords
6e09ceaf-9005-4b06-ac5a-5e2250d4b663,Decision Paralysis,2,"Untap, Tap",keyword_action,oracle_text
2e82520a-9da3-49ae-b5c8-37e7ac8853fe,Split Up,1,Destroy,keyword_action,oracle_text
5437f560-7f61-4326-be8e-15d74bf4e6ec,Gloomfang Mauler,9,"Backup, Landcycling, Menace, Typecycling, Cycling, Swampcycling, Discard, Reveal, Shuffle","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
810a6cf5-e9f4-48e1-8e06-3e0af85633ce,Day's Undoing,2,"Discard, Exile",keyword_action,oracle_text
21254bdb-7b1f-4ac6-8fdd-f0ac2c35f47d,Grim Flayer,3,"Delirium, Surveil, Trample","ability_word, keyword_ability, keyword_action",scryfall_keywords
3a940dfa-a026-4969-8981-ef90cdfbe9ef,Ornithopter of Paradise,1,Flying,keyword_ability,scryfall_keywords
6a4068b0-fb4f-429c-a94e-47849f3eb7ef,Flight,2,"Enchant, Flying",keyword_ability,"oracle_text, scryfall_keywords"
885630a8-c43b-4804-acd6-14a7c7321d73,Dark Triumph,1,Sacrifice,keyword_action,oracle_text
5dba7746-c087-4ec1-92ca-ab9882dea24d,Great Oak Guardian,4,"Reach, Flash, Untap, Cast","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
43dac6fa-4cdf-49ec-9e11-2e5e8f9f928b,Myr Superion,1,Cast,keyword_action,oracle_text
1e4032f6-9741-4845-9325-781c9e489172,Asmodeus the Archfiend,1,Exile,keyword_action,oracle_text
b801a701-15ce-4792-a3d7-d632e7bd9f72,Vesperlark,3,"Flying, Evoke, Cast","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
c22589e1-1721-43a3-897e-990af6ebcffa,"Bruse Tarl, Roving Rancher",5,"Create, Double strike, Double, Exile, Cast","keyword_ability, keyword_action",oracle_text
84ba3598-a2d2-46d4-b73c-ab139cac37c4,Murasa Ranger,1,Landfall,ability_word,scryfall_keywords
db266661-f783-4907-9e52-6963eec05431,"Hashaton, Scarab's Fist",2,"Create, Discard",keyword_action,oracle_text
e48ea9ea-64bc-4f1c-a424-592d48569244,Blighted Agent,1,Infect,keyword_ability,scryfall_keywords
0d96e4bc-ff4e-4f37-89b6-8a4e3c1069a0,Grasp of Phantoms,3,"Flashback, Exile, Cast","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
652d282d-6dec-4043-a531-480f12ba471e,Ordeal of Purphoros,3,"Enchant, Sacrifice, Counter","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
f4497af5-8b81-46b3-bb52-eaed1999809b,Unexpected Request,3,"Haste, Untap, Attach","keyword_ability, keyword_action",oracle_text
8beaaf55-e05d-49c3-9320-c222c4d8ad12,The Flux,4,"Sacrifice, Exile, Counter, Play",keyword_action,oracle_text
5f1386d5-b802-46b2-9803-275621ebda80,Inspired Idea,2,"Cleave, Cast","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
15d38195-b661-42c1-82c9-1af2a3ba2ea5,Eidolon of Obstruction,2,"First strike, Activate","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
956381ba-6d37-4a8a-846c-bad79222dbee,Force of Will,2,"Exile, Counter",keyword_action,oracle_text
1e83a750-bf86-468e-8342-2c4eb7700dfd,Dragon Grip,5,"Ferocious, Enchant, Flash, First strike, Cast","ability_word, keyword_ability, keyword_action","oracle_text, scryfall_keywords"
12a88c08-11e3-4f51-a17c-ca06452bac6f,Volcano Hellion,2,"Echo, Sacrifice","keyword_ability, keyword_action",oracle_text
3407fe41-fdd3-4119-8f70-4bc4590a379f,Negate,1,Counter,keyword_action,oracle_text
68b41a04-8cb0-4edf-b488-a219494453ae,"Varragoth, Bloodsky Sire",3,"Boast, Deathtouch, Activate","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
70d90ef4-0cda-405f-abf1-734fa909efa6,Armageddon Clock,2,"Activate, Counter",keyword_action,oracle_text
97a1b49e-d6bc-46ba-88c1-991057e64170,Sage-Eye Avengers,2,"Prowess, Cast","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
c7a98058-b40d-4d74-9b97-6f04adf3c684,Dawn to Dusk,1,Destroy,keyword_action,oracle_text
f33ce38a-34ec-4b65-a0fc-160484a02007,Bonders' Enclave,1,Activate,keyword_action,oracle_text
ad75efdb-3e36-4253-be47-1df5a3cf8204,Urza's Blueprints,2,"Echo, Sacrifice","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
9b884dfd-59f4-45c0-bf1e-6ad9f5b58895,Feldon's Cane,2,"Exile, Shuffle",keyword_action,oracle_text
3e41648f-c5a9-4b26-b97e-8176fe5e9c85,Brash Taunter,2,"Indestructible, Fight","keyword_ability, keyword_action",scryfall_keywords
0fe66bc0-8eda-4625-a068-6a5de826466f,First Response,1,Create,keyword_action,oracle_text
6a5ce1b0-ac78-4a74-9eb7-4064e1687bf1,Momentous Fall,2,"Sacrifice, Cast",keyword_action,oracle_text
b90af42d-edb6-4654-b7dc-10f0f272c883,Elite Scaleguard,3,"Bolster, Tap, Counter",keyword_action,"oracle_text, scryfall_keywords"
783a62c0-3b06-4250-a1cb-5cf4042611aa,Auriok Replica,1,Sacrifice,keyword_action,oracle_text
852657c0-18a4-4b28-b9ae-7728acdb5044,Mirari's Wake,1,Tap,keyword_action,oracle_text
bddd6b93-7c69-427a-97ee-0c1f9f950f09,Bird Maiden,1,Flying,keyword_ability,scryfall_keywords
795b903b-5260-4c06-b26f-a89cecdfa1f8,Kiora's Dambreaker,2,"Proliferate, Counter",keyword_action,"oracle_text, scryfall_keywords"
30b54308-73c7-4352-a62c-10f69ab6ff22,Villainous Ogre,1,Regenerate,keyword_action,oracle_text
a0a7319d-9441-4aed-a351-9ff3fb3b1d9e,Hulldrifter,3,"Flying, Crew, Tap","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
377e4dad-866b-4e02-8c10-072bf7f000be,Boros Swiftblade,2,"Double strike, Double","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
152b91c9-cc07-4ca8-944f-9bc2242a2283,Whir of Invention,4,"Improvise, Tap, Shuffle, Cast","keyword_ability, keyword_action","oracle_text, scryfall_keywords"
